sk_ato,proposicao_id,sigla_numero_ano,id_tipo_proposicao,ordem_autoria,ementa,etapa,data_leitura
2731,8569,IND 8658/2022,,,"Sugere ao Senhor Governador do Distrito Federal, que, por meio da Secretaria de Estado da Casa Civil, seja criada uma Câmara de Conciliação com os empresários e a população afetados pela Obra da Avenida Hélio Prates.

 

",Apresentação,2022-06-08
2732,8570,REQ 3391/2022,,,"Requer a realização de Sessão Solene em comemoração ao Dia do Orgulho Autista, no dia 13 de junho de 2022, às 10 horas, em um ambiente virtual.",Apresentação,2022-06-08
2733,8570,REQ 3391/2022,,,"Requer a realização de Sessão Solene em comemoração ao Dia do Orgulho Autista, no dia 13 de junho de 2022, às 10 horas, em um ambiente virtual.",Apresentação,2022-06-08
2734,8570,REQ 3391/2022,,,"Requer a realização de Sessão Solene em comemoração ao Dia do Orgulho Autista, no dia 13 de junho de 2022, às 10 horas, em um ambiente virtual.",Apresentação,2022-06-08
2735,8570,REQ 3391/2022,,,"Requer a realização de Sessão Solene em comemoração ao Dia do Orgulho Autista, no dia 13 de junho de 2022, às 10 horas, em um ambiente virtual.",Apresentação,2022-06-08
2736,8570,REQ 3391/2022,,,"Requer a realização de Sessão Solene em comemoração ao Dia do Orgulho Autista, no dia 13 de junho de 2022, às 10 horas, em um ambiente virtual.",Apresentação,2022-06-08
2737,8570,REQ 3391/2022,,,"Requer a realização de Sessão Solene em comemoração ao Dia do Orgulho Autista, no dia 13 de junho de 2022, às 10 horas, em um ambiente virtual.",Apresentação,2022-06-08
2738,8570,REQ 3391/2022,,,"Requer a realização de Sessão Solene em comemoração ao Dia do Orgulho Autista, no dia 13 de junho de 2022, às 10 horas, em um ambiente virtual.",Apresentação,2022-06-08
2739,8570,REQ 3391/2022,,,"Requer a realização de Sessão Solene em comemoração ao Dia do Orgulho Autista, no dia 13 de junho de 2022, às 10 horas, em um ambiente virtual.",Apresentação,2022-06-08
2740,8571,IND 8671/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Secretaria de Estado de Segurança Pública do Distrito Federal, a intensificação das rondas ostensivas realizadas pela Polícia Militar na Feira de Planaltina, localizada no Setor Educacional V. ANS 1, bloco administrativo s/nº, Vila Buritis, na Região Administrativa de Planaltina – RA VI.",Apresentação,2022-06-09
2741,8572,REQ 3384/2022,,,Requer informações à Secretaria de Estado de Mobilidade do Distrito Federal acerca de obras na Avenida Hélio Prates.,Apresentação,2022-06-08
2742,8573,REQ 3386/2022,,,Requer informações à Secretaria de Estado de Mobilidade do Distrito Federal acerca de redução de frotas de ônibus para a Universidade de Brasília.,Apresentação,2022-06-08
2743,8574,REQ 3385/2022,,,Requer informações à Secretaria de Estado de Obras e Infraestrutura do Distrito Federal acerca de obras na Avenida Hélio Prates.,Apresentação,2022-06-08
2744,8575,REQ 3392/2022,,,"Requer a realização de Sessão Solene com o objetivo de homenagear a Região Administrativa do Recanto das Emas pelos seus 29 anos, no dia 05 de agosto de 2022, às 19h.",Apresentação,2022-06-08
2745,8575,REQ 3392/2022,,,"Requer a realização de Sessão Solene com o objetivo de homenagear a Região Administrativa do Recanto das Emas pelos seus 29 anos, no dia 05 de agosto de 2022, às 19h.",Apresentação,2022-06-08
2746,8575,REQ 3392/2022,,,"Requer a realização de Sessão Solene com o objetivo de homenagear a Região Administrativa do Recanto das Emas pelos seus 29 anos, no dia 05 de agosto de 2022, às 19h.",Apresentação,2022-06-08
2747,8575,REQ 3392/2022,,,"Requer a realização de Sessão Solene com o objetivo de homenagear a Região Administrativa do Recanto das Emas pelos seus 29 anos, no dia 05 de agosto de 2022, às 19h.",Apresentação,2022-06-08
2748,8576,MO 1629/2022,,,"Reconhece e apresenta Votos de Louvor aos servidores do Instituto de Previdência do Distrito Federal, Ney Ferraz Junior, Mat. 02749114; Ledamar Sousa Rezende, Mat. 0271254-7; Jefferson Nepomuceno Dutra, mat. 0276463-6; Raquel Galvão Rodrigues da Silva, Mat. 0261886-9; Sylvia Neves Alves, Mat. 276726-0; Veridiana Barbosa Ribas, Mat. 0271116-8; Aline Rodrigues Costa, Mat. 0277669-3; Rodrigo Uchoa Pontes, mat. 2768305; Paulo Ricardo Andrade, Mat. 0277880-7;  pela conquista da Certificação de Qualidade das atividades previdenciárias exercidas no Distrito Federal.",Apresentação,2022-06-08
2749,8577,IND 8672/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio do Departamento de Trânsito – DETRAN/DF, a revitalização e a iluminação das faixas de pedestres existentes na Região Administrativa de Santa Maria – RA XIII.    ",Apresentação,2022-06-09
2750,8578,IND 8715/2022,,,"Sugere providências à Administração Regional da Arniqueira, poda de árvores na SHA QUADRA 04 CONJUNTO 5 CHACARA 40 LOTE 3, na Região Administrativa de Arniqueira– RA XXX III.

",Apresentação,2022-06-28
2751,8579,IND 8716/2022,,,"Sugere ao Poder Executivo providências junto à Companhia Urbanizadora da Nova Capital do Brasil- Novacap, a construção de um Parque Infantil em frente a PEC no Condomínio Ipê Amarelo, na QN 22 conjunto 3 lote 01/05, na Região Administrativa do Riacho Fundo II– RA XXI.",Apresentação,2022-06-28
2752,8580,REQ 3393/2022,,,"Requer a realização de Sessão Solene com o objetivo de homenagear os Agentes de Cultura, a realizar-se no dia 29 de junho de 2022, às 10h, no Plenário.",Apresentação,2022-06-09
2753,8580,REQ 3393/2022,,,"Requer a realização de Sessão Solene com o objetivo de homenagear os Agentes de Cultura, a realizar-se no dia 29 de junho de 2022, às 10h, no Plenário.",Apresentação,2022-06-09
2754,8580,REQ 3393/2022,,,"Requer a realização de Sessão Solene com o objetivo de homenagear os Agentes de Cultura, a realizar-se no dia 29 de junho de 2022, às 10h, no Plenário.",Apresentação,2022-06-09
2755,8580,REQ 3393/2022,,,"Requer a realização de Sessão Solene com o objetivo de homenagear os Agentes de Cultura, a realizar-se no dia 29 de junho de 2022, às 10h, no Plenário.",Apresentação,2022-06-09
2756,8580,REQ 3393/2022,,,"Requer a realização de Sessão Solene com o objetivo de homenagear os Agentes de Cultura, a realizar-se no dia 29 de junho de 2022, às 10h, no Plenário.",Apresentação,2022-06-09
2757,8580,REQ 3393/2022,,,"Requer a realização de Sessão Solene com o objetivo de homenagear os Agentes de Cultura, a realizar-se no dia 29 de junho de 2022, às 10h, no Plenário.",Apresentação,2022-06-09
2758,8582,PL 2837/2022,,,"Altera a Lei n° 6.934, de 5 de agosto de 2021, que dispõe sobre as diretrizes orçamentárias para o exercício financeiro de 2022 e dá outras providências.","Apresentação, Disponibilizada(Emenda)",2022-06-08
2759,8583,IND 8659/2022,,,"Sugere providências ao Excelentíssimo Senhor Secretário de Estado de Desenvolvimento Urbano e Habitação do Distrito Federal, no sentido de assegurar o Condomínio Mini Chácaras, Quadras 04 a 11,   na Região Administrativa Lago Sul, no processo de revisão do Plano Diretor de Ordenamento Territorial do Distrito Federal (PDOT/DF)  ",Apresentação,2022-06-08
2760,8584,REQ 3388/2022,,,"Requer a realização de Audiência Pública, no dia 19 de agosto de 2022, às 15h, para debater sobre a duplicação da DF-128.",Apresentação,2022-06-08
2761,8585,MO 1631/2022,,,"Parabeniza e manifesta votos de louvor e aplausos aos Blogueiros, pelos relevantes serviços prestados, onde contribuem com mais informação à população do Distrito Federal.",Apresentação,2022-06-09
2762,8586,PL 2847/2022,,,"Institui a Política Distrital de Fomento ao Setor de Beleza, denominada Lei Pró-Beleza, fixa suas diretrizes, e dá outras providências.","Apresentação, Retorno(Parecer)",2022-06-14
2763,8588,IND 8717/2022,,,"Sugere ao Poder Executivo junto a Secretaria de Estado do Esporte e Lazer do Distrito Federal e Companhia Urbanizadora da Nova Capital do Brasil-NOVACAP, providências para reforma da quadra de esportes da Avenida Contorno em frente à pista de skate no Taguaparque, paralelo a rua 12, na Região Administrativa de Vicente Pires- RA XXX.",Apresentação,2022-06-28
2764,8589,PLC 123/2022,,,Altera a legislação distrital relativa ao Imposto sobre Serviços de Qualquer Natureza - ISS e dá outras providências.,"Apresentação, Retorno(Emenda)",2022-06-14
2765,8590,IND 8660/2022,,,"Sugere ao Governador do Distrito Federal, a contratação de estagiários para os Centros de Assistência Social – CRAS a fim de minimizar os problemas enfrentados pela população no atendimento.",Apresentação,2022-06-08
2766,8591,IND 8661/2022,,,"Sugere ao Governador do Distrito Federal, a decretação de estado de calamidade pública no atendimento social dos Centros de Assistência Social - CRAS.",Apresentação,2022-06-08
2767,8592,PL 2846/2022,,,"Institui, no âmbito do Distrito Federal, a Política Distrital de Qualificação Profissional e a Inserção no Mercado de Trabalho dos Profissionais do Setor de Beleza, e dá outras providências.","Apresentação, Retorno(Parecer)",2022-06-14
2768,8593,PL 2845/2022,,,"Institui, no âmbito do Distrito Federal, a Política Distrital de Bem-Estar, Saúde e Qualidade de Vida no Trabalho e Valorização dos Profissionais do Setor de Beleza.","Apresentação, Retorno(Parecer)",2022-06-14
2769,8595,IND 8676/2022,,,"Sugere ao Governador do Distrito Federal que proceda a convocação para novo curso de formação dos aprovados em cadastro reserva (excedentes) no concurso público de provimento de Cargos da Carreira Socioeducativa realizado no ano de 2015, Edital nº 1 – SECRIANÇA-ESPAM/TECS de 25/08/2015, DODF nº165 de 26/08/2015, para compor o Quadro de Pessoal do Governo do Distrito Federal, com lotação na Secretaria de Estado de Justiça e Cidadania. ",Apresentação,2022-06-09
2770,8596,IND 8674/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio do Serviço de Limpeza Urbana do Distrito Federal (SLU) e da Administração Regional de São Sebastião, que realize mutirão para a retirada do lixo acumulado e disponibilize unidade de papa-lixos no Bairro Capão Comprido, em São Sebastião.",Apresentação,2022-06-09
2771,8597,IND 8675/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Companhia Energética de Brasília (CEB), que proceda à manutenção dos postes na QNM 19 e Avenida Via Oeste da Ceilândia, bem como na Avenida do Sol no Jardim Botânico e, ainda, na DF-001, no trecho entre o Itapoã e o Colorado.",Apresentação,2022-06-09
2772,8598,IND 8673/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por Intermédio da Secretaria de Estado de Esporte e Lazer do Distrito Federal, a construção de um campo de grama sintética nas proximidades do Condomínio Estância Mestre D´Armas III, Módulo 7, Condomínio Estância Mestre D´Armas I e do Condomínio Estância Mestre D´Armas IV, Módulo 2, na Região Administrativa de Planaltina – RA VI.",Apresentação,2022-06-09
2773,8599,PL 2844/2022,,,"Reconhece como de relevante interesse cultural, social e econômico do Distrito Federal a Hair Brasília and Beauty.","Apresentação, Disponibilizada(Parecer)",2022-06-14
2774,8600,REQ 3394/2022,,,Solicitação para retirada de tramitação da Moção 1626/2022,Apresentação,2022-06-09
2775,8602,IND 8678/2022,,,"Sugere ao Poder Executivo, por intermédio da Secretaria de Estado da Economia do Distrito Federal, a constituição de Grupo de Trabalho com a finalidade de elaborar, em caráter de urgência, as atribuições  do cargo de Analista-Técnico Assistencial em Políticas Públicas e Gestão Governamental, que compõe a carreira de Políticas Públicas e Gestão Governamental.

",Apresentação,2022-06-14
2776,8603,MO 1633/2022,,,"Manifesta votos de louvor e honra ao mérito às Mulheres empoderadas do Distrito Federal, pela consciência de seu papel, lutas e conquistas femininas.",Apresentação,2022-06-14
2777,8604,PL 2841/2022,,,"Institui o monitoramento semanal pelos Agentes Comunitários de Saúde, nas residências habitadas por pessoas com deficiência, que residam desacompanhados, ou na companhia de um único parente ou acompanhante, no Distrito Federal. ","Apresentação, Disponibilizada(Parecer)",2022-06-09
2778,8605,MO 1632/2022,,,"Manifesta votos de louvor aos servidores da Secretaria de Estado de Agricultura pelos excelentes serviços prestados à população do Distrito Federal.
",Apresentação,2022-06-09
2779,8606,PL 2851/2022,,,"Reconhece, em âmbito distrital, os portadores de Síndrome da Fadiga Crônica ou Encefalomielite Miálgica - SFC/EM como pessoas com deficiência e institui e inclui no Calendário Oficial de Eventos do Distrito Federal a semana de Conscientização e Enfrentamento da Síndrome da Fadiga Crônica.","Apresentação, Disponibilizada(Parecer)",2022-06-14
2780,8607,PL 2852/2022,,,Institui e inclui no calendário oficial de eventos do Distrito Federal o Dia do Laringectomizado.,"Apresentação, Disponibilizada(Parecer)",2022-06-14
2781,8608,IND 8680/2022,,,"
Sugere ao Poder Executivo a a criação da Secretaria de Estado de Assuntos Fundiários do Distrito Federal e dá outras providências.

",Apresentação,2022-06-14
2782,8609,PL 2843/2022,,,"Dispõe sobre utilização, em pavimentos asfálticos, do asfalto enriquecido com borracha proveniente de pneus inservíveis, na execução direta e/ou contratação, por empreitada, de construção, conservação ou manutenção da infraestrutura rodoviária e das estradas do Distrito Federal. ",Apresentação,2022-06-14
2783,8610,PL 2842/2022,,,Dispõe sobre a criação do Programa Energias Alternativas – PEA destinado a implantação de modalidades energéticas sustentáveis em habitações de interesse social. ,"Apresentação, Disponibilizada(Parecer)",2022-06-14
2784,8611,REQ 3400/2022,,,"Requer a realização de Sessão Solene em comemoração aos 20 anos do Na Hora, a realizar-se no dia 22 de junho de 2022, às 19 horas, no Plenário da CLDF.",Apresentação,2022-06-14
2785,8611,REQ 3400/2022,,,"Requer a realização de Sessão Solene em comemoração aos 20 anos do Na Hora, a realizar-se no dia 22 de junho de 2022, às 19 horas, no Plenário da CLDF.",Apresentação,2022-06-14
2786,8611,REQ 3400/2022,,,"Requer a realização de Sessão Solene em comemoração aos 20 anos do Na Hora, a realizar-se no dia 22 de junho de 2022, às 19 horas, no Plenário da CLDF.",Apresentação,2022-06-14
